sample_id,group_id,split_role,full_field_cv_rmse_K,full_field_cv_relative_rmse,full_field_max_abs_error_K,max_abs_layer_average_error_K,max_abs_layer_drop_error_K
p1g_g020_t0_b1_p0,p1g_g020,train,1.0949670111140857,0.03233471839149089,6.372922776267046,0.35318098047235935,2.2275832554496446
p1g_g020_t0_b1_p1,p1g_g020,train,1.6424505166214411,0.03233471839162414,9.559384164061953,0.5297714707124896,3.341374883060041
p1g_g020_t1_b0_p0,p1g_g020,train,0.4245931046648597,0.01515750880228263,3.177545272343707,0.40670961866788957,0.5314353811487535
p1g_g020_t1_b0_p1,p1g_g020,train,0.6368896569912432,0.015157508802666073,4.766317908510018,0.610064428003227,0.7971530717253472
p1g_g020_t1_b1_p0,p1g_g020,train,0.8444075323782125,0.034058744530008296,4.692113996251692,0.3711169547693771,1.6323321347017554
p1g_g020_t1_b1_p1,p1g_g020,train,1.2666112985317897,0.034058744530240215,7.038170994121458,0.5566754321569647,2.4484982019682207
p1g_g021_t0_b0_p0,p1g_g021,train,0.4641127269471935,0.011972372451248584,2.4612716062546838,0.5587799811754621,0.6710655591474506
p1g_g021_t0_b0_p1,p1g_g021,train,0.6961690904125318,0.011972372451520238,3.691907409384328,0.8381699717644437,1.006598338687013
p1g_g021_t0_b1_p0,p1g_g021,train,1.0938862605202821,0.03227456884457118,6.5258569761679155,0.5234977451434588,2.379529607081338
p1g_g021_t0_b1_p1,p1g_g021,train,1.6408293907310394,0.032274568844712366,9.788785463911552,0.7852466177181441,3.5692944104998787
p1g_g021_t1_b0_p0,p1g_g021,train,0.41795673246833503,0.01490000895372879,2.4680781863273182,0.5626162187580235,0.6744972322728131
p1g_g021_t1_b0_p1,p1g_g021,train,0.6269350986982168,0.01490000895415186,3.7021172794864583,0.8439243281374615,1.0117458484111808
p1g_g021_t1_b1_p0,p1g_g021,train,0.8399171816388737,0.03383806627916718,4.76034245419055,0.5365730964162481,1.7458901962198183
p1g_g021_t1_b1_p1,p1g_g021,train,1.2598757724226843,0.033838066279389366,7.140513681035657,0.8048596446263332,2.618835294240114
